run_id,git_sha,timestamp,params,scenario,feature_index,feature_name,z_min,z_max,absz_gt10_frac,rows,znorm_median,znorm_p95,znorm_p99,mt_diag_any_absz_gt10_frac,non_mt_any_absz_gt10_frac,pass_criterion_1_median_lt_6,pass_criterion_2_p99_lt_8,pass_criterion_3_no_feat_gt1pct_absz10,overall_pass
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,A_fixed_mw5,10,m_tp,0.00028137179145797976,0.00028137179145797976,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,0,Lat,-1.0095559738716868,1.0077915205042944,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,1,Lon,-1.855518456529945,1.8580992915968557,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,2,Depth,-2.2238969455323785,1.578147385521321,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,3,Distance_to_source_km,-2.713247427735034,0.7854445096513145,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,4,Gaussian_variance,-3.2920242138227196,-3.2920242138227196,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,5,m_rr,-2.334311333433121,13408920.524743233,0.45,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,6,m_tt,0.43264747786694574,13139721.161728527,0.45666666666666667,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,7,m_pp,0.411002763955228,12796736.053193199,0.45666666666666667,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,8,m_rt,0.0002415726063295915,0.0002415726063295915,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,9,m_rp,-0.001367542094045099,-0.001367542094045099,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,10,m_tp,0.00028137179145797976,0.00028137179145797976,0.0,,,,,,,,,,
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,A_fixed_mw5,-1,ALL,,,0.0,5400.0,5.476406173351547,5.797032129194088,5.936658709657049,0.0,0.0,True,True,True,True
stage0_5_mt_magnitude_domain_check,ab8fe30515d88a09385183e1f0e3b08978c2300c,2026-02-25T21:27:47.513727+00:00,n_events=600;seed=11;sensors=all,B_sampled_mag_range,-1,ALL,,,0.12393939393939393,5400.0,5.463244845563269,5832557.693929563,16332630.957598295,0.45666666666666667,0.0,True,False,False,False
